WARNING *** file size (719348) not 512 + multiple of sector size (512)
WARNING *** OLE2 inconsistency: SSCS size is 0 but SSAT size is non-zero
_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10,_unnamed_11,_unnamed_12,_unnamed_13
"City of Chicago, Illinois",,,,,,,,,District Canvass,,,
RunOff & Suppl Aldermanic,,,,,,,,,"April 2, 2019",,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,"1     Mayor
2     Treasurer",,,,,,,,,,
,,,,,,,1,1,,,2,2
ward_precinct,,Registered,Ballots Cast,Turnout (%),,,LORI LIGHTFOOT,TONI PRECKWINKLE,,,MELISSA CONYEARS-ERVIN,AMEYA PAWAR
Ward 46 Precinct 06,Total,844,298,35.31,,,198,91,,,116,160
Ward 46 Precinct 07,Total,819,442,53.97,,,338,100,,,187,220
Ward 46 Precinct 08,Total,747,253,33.87,,,143,106,,,124,109
Ward 46 Precinct 10,Total,1343,398,29.64,,,321,77,,,116,252
Ward 46 Precinct 12,Total,869,382,43.96,,,264,116,,,96,268
Ward 46 Precinct 13,Total,798,294,36.84,,,242,51,,,80,193
Ward 46 Precinct 14,Total,1074,298,27.75,,,169,125,,,153,127
Ward 46 Precinct 15,Total,816,294,36.03,,,223,71,,,110,165
Ward 46 Precinct 16,Total,900,395,43.89,,,285,108,,,110,267
Ward 46 Precinct 17,Total,961,408,42.46,,,311,94,,,153,233
Ward 46 Precinct 18,Total,988,413,41.80,,,320,91,,,158,221
Ward 46 Precinct 19,Total,547,290,53.02,,,228,62,,,134,138
Ward 46 Precinct 20,Total,821,293,35.69,,,214,76,,,147,131
Ward 46 Precinct 22,Total,804,287,35.70,,,175,109,,,103,153
Ward 46 Precinct 23,Total,746,276,37.00,,,192,81,,,105,159
Ward 46 Precinct 24,Total,913,394,43.15,,,311,81,,,144,222
Ward 46 Precinct 26,Total,944,338,35.81,,,229,106,,,98,213
Ward 46 Precinct 29,Total,725,302,41.66,,,221,79,,,110,172
Ward 46 Precinct 31,Total,826,305,36.92,,,216,88,,,96,181
Ward 46 Precinct 33,Total,865,395,45.66,,,320,73,,,146,230
Ward 46 Precinct 34,Total,1085,340,31.34,,,250,88,,,105,216
Ward 46 Precinct 35,Total,1004,360,35.86,,,250,107,,,160,184
Ward 46 Precinct 36,Total,731,356,48.70,,,282,71,,,141,196
Ward 46 Precinct 37,Total,890,272,30.56,,,168,98,,,82,161
Ward 46 Precinct 39,Total,803,327,40.72,,,254,69,,,115,183
Ward 46 Precinct 40,Total,712,321,45.08,,,249,70,,,103,199
,,,,,,,,,,,,
Ward 46,Total,24457,9367,38.30,,,6823,2467,,,3401,5346
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 47 Precinct 02,Total,820,445,54.27,,,342,101,,,107,331
Ward 47 Precinct 03,Total,791,461,58.28,,,373,83,,,135,314
Ward 47 Precinct 04,Total,884,416,47.06,,,343,73,,,97,305
Ward 47 Precinct 06,Total,1008,379,37.60,,,295,84,,,105,268
Ward 47 Precinct 07,Total,797,310,38.90,,,242,65,,,76,227
Ward 47 Precinct 08,Total,786,421,53.56,,,354,64,,,118,294
Ward 47 Precinct 09,Total,816,307,37.62,,,246,61,,,68,231
Ward 47 Precinct 10,Total,993,434,43.71,,,329,104,,,90,334
Ward 47 Precinct 11,Total,851,312,36.66,,,261,50,,,76,218
Ward 47 Precinct 12,Total,848,460,54.25,,,363,94,,,119,337
Ward 47 Precinct 13,Total,800,361,45.13,,,236,125,,,79,272
Ward 47 Precinct 14,Total,720,394,54.72,,,320,72,,,116,276
Ward 47 Precinct 15,Total,984,408,41.46,,,244,163,,,91,305
Ward 47 Precinct 16,Total,809,421,52.04,,,300,120,,,112,307
Ward 47 Precinct 17,Total,830,381,45.90,,,300,79,,,108,265
Ward 47 Precinct 19,Total,1028,468,45.53,,,315,149,,,93,361
Ward 47 Precinct 20,Total,756,368,48.68,,,270,98,,,101,260
Ward 47 Precinct 21,Total,788,360,45.69,,,247,111,,,59,300
Ward 47 Precinct 22,Total,818,436,53.30,,,319,113,,,103,328
Ward 47 Precinct 23,Total,865,429,49.60,,,267,160,,,88,326
Ward 47 Precinct 24,Total,848,371,43.75,,,287,83,,,63,306
Ward 47 Precinct 25,Total,1051,400,38.06,,,297,103,,,86,310
Ward 47 Precinct 28,Total,767,400,52.15,,,301,97,,,82,315
Ward 47 Precinct 29,Total,886,390,44.02,,,306,82,,,86,297
Ward 47 Precinct 30,Total,984,470,47.76,,,338,129,,,120,338
Ward 47 Precinct 31,Total,817,353,43.21,,,254,99,,,81,269
Ward 47 Precinct 32,Total,971,467,48.09,,,330,137,,,83,378
Ward 47 Precinct 34,Total,815,409,50.18,,,304,105,,,90,315
Ward 47 Precinct 35,Total,844,421,49.88,,,339,81,,,104,310
Ward 47 Precinct 36,Total,936,425,45.41,,,283,137,,,94,323
Ward 47 Precinct 37,Total,780,410,52.56,,,296,113,,,104,293
Ward 47 Precinct 38,Total,800,383,47.88,,,277,106,,,80,298
Ward 47 Precinct 39,Total,854,402,47.07,,,309,91,,,89,306
Ward 47 Precinct 40,Total,773,432,55.89,,,301,128,,,74,354
Ward 47 Precinct 41,Total,880,404,45.91,,,304,99,,,79,321
Ward 47 Precinct 43,Total,756,359,47.49,,,284,74,,,77,279
Ward 47 Precinct 44,Total,921,305,33.12,,,229,73,,,93,198
Ward 47 Precinct 45,Total,745,380,51.01,,,287,92,,,68,312
Ward 47 Precinct 46,Total,810,384,47.41,,,305,77,,,113,266
Ward 47 Precinct 47,Total,941,433,46.01,,,344,85,,,96,327
Ward 47 Precinct 48,Total,87,43,49.43,,,27,15,,,21,18
,,,,,,,,,,,,
Ward 47,Total,34258,16012,46.74,,,11968,3975,,,3724,11992
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 48 Precinct 01,Total,756,327,43.25,,,237,90,,,105,205
Ward 48 Precinct 02,Total,362,205,56.63,,,150,54,,,52,140
Ward 48 Precinct 03,Total,987,329,33.33,,,234,94,,,131,172
Ward 48 Precinct 04,Total,771,288,37.35,,,204,84,,,94,184
Ward 48 Precinct 06,Total,1044,355,34.00,,,247,107,,,147,195
Ward 48 Precinct 07,Total,748,316,42.25,,,249,67,,,83,213
Ward 48 Precinct 09,Total,537,227,42.27,,,171,56,,,109,110
Ward 48 Precinct 10,Total,980,535,54.59,,,368,165,,,150,356
Ward 48 Precinct 12,Total,945,428,45.29,,,312,114,,,150,258
Ward 48 Precinct 13,Total,952,454,47.69,,,336,118,,,194,237
Ward 48 Precinct 14,Total,423,209,49.41,,,155,54,,,115,80
Ward 48 Precinct 15,Total,614,178,28.99,,,133,45,,,68,101
Ward 48 Precinct 17,Total,729,317,43.48,,,231,85,,,137,163
Ward 48 Precinct 18,Total,679,246,36.23,,,173,70,,,131,101
Ward 48 Precinct 19,Total,522,266,50.96,,,191,72,,,92,158
Ward 48 Precinct 20,Total,865,402,46.47,,,286,115,,,108,282
Ward 48 Precinct 22,Total,611,357,58.43,,,263,93,,,160,180
Ward 48 Precinct 23,Total,858,405,47.20,,,286,118,,,152,221
Ward 48 Precinct 24,Total,1027,335,32.62,,,224,109,,,151,170
Ward 48 Precinct 25,Total,634,361,56.94,,,250,111,,,98,243
Ward 48 Precinct 26,Total,399,126,31.58,,,93,33,,,48,71
Ward 48 Precinct 27,Total,1374,291,21.18,,,192,98,,,126,146
Ward 48 Precinct 31,Total,1160,341,29.40,,,225,113,,,138,187
Ward 48 Precinct 32,Total,867,317,36.56,,,214,103,,,124,169
Ward 48 Precinct 33,Total,410,246,60.00,,,183,60,,,107,121
Ward 48 Precinct 34,Total,654,310,47.40,,,214,96,,,110,184
Ward 48 Precinct 35,Total,780,190,24.36,,,128,61,,,92,91
Ward 48 Precinct 36,Total,417,245,58.75,,,180,65,,,102,126
Ward 48 Precinct 38,Total,756,423,55.95,,,317,105,,,107,297
Ward 48 Precinct 40,Total,625,310,49.60,,,229,81,,,79,219
Ward 48 Precinct 41,Total,993,336,33.84,,,204,131,,,125,195
Ward 48 Precinct 42,Total,938,393,41.90,,,265,128,,,101,281
Ward 48 Precinct 43,Total,862,331,38.40,,,217,110,,,111,206
Ward 48 Precinct 44,Total,929,427,45.96,,,284,143,,,111,294
Ward 48 Precinct 45,Total,553,252,45.57,,,165,86,,,70,171
,,,,,,,,,,,,
Ward 48,Total,26761,11078,41.40,,,7810,3234,,,3978,6527
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 49 Precinct 01,Total,756,181,23.94,,,125,56,,,97,80
Ward 49 Precinct 02,Total,551,190,34.48,,,128,62,,,62,120
Ward 49 Precinct 03,Total,971,352,36.25,,,238,114,,,121,212
Ward 49 Precinct 04,Total,1093,383,35.04,,,217,166,,,112,253
Ward 49 Precinct 06,Total,760,261,34.34,,,175,86,,,102,145
Ward 49 Precinct 07,Total,839,278,33.13,,,175,100,,,87,176
Ward 49 Precinct 08,Total,760,248,32.63,,,174,74,,,128,102
Ward 49 Precinct 09,Total,891,285,31.99,,,180,105,,,98,170
Ward 49 Precinct 10,Total,873,308,35.28,,,202,106,,,109,189
Ward 49 Precinct 11,Total,1003,338,33.70,,,214,122,,,117,208
Ward 49 Precinct 12,Total,1047,411,39.26,,,252,159,,,118,276
Ward 49 Precinct 13,Total,944,351,37.18,,,243,108,,,141,194
Ward 49 Precinct 14,Total,759,259,34.12,,,164,95,,,116,131
Ward 49 Precinct 15,Total,715,211,29.51,,,147,64,,,101,106
Ward 49 Precinct 16,Total,864,259,29.98,,,163,95,,,110,140
Ward 49 Precinct 19,Total,881,240,27.24,,,155,83,,,119,107
Ward 49 Precinct 20,Total,1149,451,39.25,,,266,185,,,134,295
Ward 49 Precinct 22,Total,994,334,33.60,,,209,117,,,158,163
Ward 49 Precinct 23,Total,1102,375,34.03,,,223,152,,,138,218
Ward 49 Precinct 24,Total,832,220,26.44,,,141,77,,,111,99
Ward 49 Precinct 25,Total,1064,401,37.69,,,265,135,,,155,226
Ward 49 Precinct 26,Total,964,350,36.31,,,226,120,,,127,208
Ward 49 Precinct 27,Total,1004,297,29.58,,,187,110,,,123,169
Ward 49 Precinct 28,Total,1123,411,36.60,,,241,170,,,148,248
Ward 49 Precinct 29,Total,1002,359,35.83,,,200,159,,,126,215
Ward 49 Precinct 32,Total,927,291,31.39,,,191,100,,,145,136
Ward 49 Precinct 33,Total,787,253,32.15,,,164,89,,,104,145
,,,,,,,,,,,,
Ward 49,Total,24655,8297,33.65,,,5265,3009,,,3207,4731
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 50 Precinct 02,Total,484,139,28.72,,,107,30,,,68,60
Ward 50 Precinct 03,Total,652,229,35.12,,,165,63,,,102,101
Ward 50 Precinct 04,Total,850,235,27.65,,,172,61,,,107,115
Ward 50 Precinct 08,Total,774,217,28.04,,,148,68,,,105,99
Ward 50 Precinct 09,Total,714,203,28.43,,,146,54,,,85,109
Ward 50 Precinct 10,Total,962,164,17.05,,,113,51,,,82,64
Ward 50 Precinct 12,Total,305,97,31.80,,,68,28,,,48,44
Ward 50 Precinct 14,Total,257,98,38.13,,,69,28,,,45,42
Ward 50 Precinct 15,Total,717,333,46.44,,,243,89,,,100,217
Ward 50 Precinct 16,Total,244,89,36.48,,,77,12,,,40,37
Ward 50 Precinct 18,Total,165,64,38.79,,,44,20,,,33,15
Ward 50 Precinct 20,Total,799,227,28.41,,,136,89,,,105,117
Ward 50 Precinct 21,Total,672,196,29.17,,,138,57,,,70,118
Ward 50 Precinct 22,Total,840,164,19.52,,,110,54,,,67,82
Ward 50 Precinct 23,Total,665,146,21.95,,,103,39,,,82,51
Ward 50 Precinct 24,Total,737,182,24.69,,,138,42,,,85,65
Ward 50 Precinct 25,Total,802,216,26.93,,,172,44,,,97,95
Ward 50 Precinct 26,Total,979,172,17.57,,,111,59,,,77,85
Ward 50 Precinct 27,Total,224,73,32.59,,,47,24,,,34,33
Ward 50 Precinct 28,Total,971,232,23.89,,,151,78,,,137,78
Ward 50 Precinct 29,Total,882,131,14.85,,,90,41,,,57,68
Ward 50 Precinct 30,Total,648,134,20.68,,,93,41,,,71,62
Ward 50 Precinct 31,Total,1038,208,20.04,,,134,73,,,97,103
Ward 50 Precinct 34,Total,932,356,38.20,,,255,99,,,138,196
Ward 50 Precinct 35,Total,880,309,35.11,,,218,90,,,134,164
Ward 50 Precinct 36,Total,755,231,30.60,,,157,74,,,70,148
Ward 50 Precinct 37,Total,739,267,36.13,,,204,62,,,122,134
Ward 50 Precinct 38,Total,290,134,46.21,,,89,44,,,71,51
Ward 50 Precinct 40,Total,857,210,24.50,,,158,49,,,97,82
,,,,,,,,,,,,
Ward 50,Total,19834,5456,27.51,,,3856,1563,,,2426,2635
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Contest Total,,1179439,379620,32.19,,,279927,97510,,,212381,147280
